DISTRITO;PROVINCIA;ZONA;NOMBRE DE LA INSTITUCIÓN;SOSTENIMIENTO;MATRÍCULA EDUCACIÓN INICIAL (ALUMNOS DE 0-36 MESES);PENSIÓN EDUCACIÓN INICIAL (ALUMNOS DE 0-36 MESES);MATRÍCULA EDUCACIÓN INICIAL;PENSIÓN EDUCACIÓN INICIAL;MATRÍCULA EDUCACIÓN BASICA;PENSIÓN EDUCACIÓN BASICA;MATRÍCULA EDUCACIÓN BASICA SUPERIOR;PENSIÓN EDUCACIÓN BASICA SUPERIOR;MATRÍCULA BACHILLERATO;PENSIÓN BACHILLERATO;ESTADO;TELEFONO;SECTOR;DIRECCION;"TERAPIA DE LENGUAJE 
NOMBRE DE CONTACTO";"TERAPIA DE LENGUAJE 
CARGO CONTACTO";"TERAPIA DE LENGUAJE 
EMAIL";"TERAPIA DE LENGUAJE
PROCESO REALIZADO";"TERAPIA DE LENGUAJE
RESPONSABLE";"TERAPIA DE LENGUAJE
FECHA DE CONTACTO";"TL
GENERAL OBSERVACIONES";"TL
FECHA PROXIMO CONTACTO";"PSICOLOGIA
NOMBRE DE CONTACTO";"PSICOLOGIA
CARGO CONTACTO";"PSICOLOGIA
EMAIL";"PSICOLOGIA
PROCESO REALIZADO";"PSICOLOGIA
RESPONSABLE";"PSICOLOGIA
OBSERVACIÓN";"P
GENERAL OBSERVACIONES";"P
FECHA PROXIMO CONTACTO";"VYA
NOMBRE DE CONTACTO";"VYA
CARGO CONTACTO";"VYA
EMAIL";"VYA
PROCESO REALIZADO";"VYA
RESPONSABLE";"VYA
OBSERVACIÓN";"VYA
GENERAL OBSERVACIONES";"VYA
FECHA PROXIMO
 CONTACTO"
17D09;"SIERRA -
AMAZONIA";9;UNIDAD EDUCATIVA SALESIANA CARDENAL SPELLMAN;PARTICULAR;;;;;149,37;238,99;149,30;238,88;155,07;248,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D09;"SIERRA -
AMAZONIA";9;"UNIDAD EDUCATIVA PARTICULAR
TERRANOVA";PARTICULAR;;;442,19;707,51;442,19;707,51;442,19;707,51;468,72;749,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D09;"SIERRA -
AMAZONIA";9;SAN IGNACIO DE LOYOLA;FISCOMISIONAL;;;;;;;10,46;16,74;10,46;16,74;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D09;"SIERRA -
AMAZONIA";9;"ESCUELA DE EDUCACION BASICA
CRISTO REY";PARTICULAR;;;39,81;63,69;26,75;42,81;26,75;42,81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D09;"SIERRA -
AMAZONIA";9;"UNIDAD EDUCATIVA PARTICULAR
IBEROAMERICANO";PARTICULAR;;;;;74,88;119,80;74,88;119,80;76,87;122,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D09;"SIERRA -
AMAZONIA";9;"UNIDAD EDUCATIVA PARTICULAR
MATOVELLE";PARTICULAR;;;44,77;71,63;64,30;102,88;64,30;102,88;65,43;104,68;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D09;"SIERRA -
AMAZONIA";9;NUEVA ERA;PARTICULAR;;;;;30,25;48,40;30,25;48,40;30,25;48,40;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D09;"SIERRA -
AMAZONIA";9;"UNIDAD EDUCATIVA PARTICULAR
NUEVO HORIZONTE";PARTICULAR;;;51,62;82,60;57,31;91,70;57,31;91,70;59,06;94,49;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D09;"SIERRA -
AMAZONIA";9;"UNIDAD EDUCATIVA PARTICULAR
PENIEL CHRISTIAN SCHOOL";PARTICULAR;;;55,88;89,41;55,88;89,41;55,88;89,41;55,88;89,41;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D09;"SIERRA -
AMAZONIA";9;"UNIDAD EDUCATIVA PARTICULAR
BAUTISTA CHARLES SPURGEON";PARTICULAR;;;43,97;70,35;66,28;106,05;66,28;106,05;68,25;109,20;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D09;"SIERRA -
AMAZONIA";9;HORUS;PARTICULAR;;;;;35,96;57,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D09;"SIERRA -
AMAZONIA";9;"UNIDAD EDUCATIVA PARTICULAR
ISRAEL NO2";PARTICULAR;;;72,19;115,50;72,19;115,50;94,88;151,80;94,88;151,80;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D09;"SIERRA -
AMAZONIA";9;"UNIDAD EDUCATIVA HARRIET
BEECHER STOWE";PARTICULAR;;;74,53;119,25;67,83;108,52;67,83;108,52;73,03;116,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D09;"SIERRA -
AMAZONIA";9;ESCUELA SANTIAGO APOSTOL;FISCOMISIONAL;;;;;9,84;15,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D09;"SIERRA -
AMAZONIA";9;BONDONE DI GIOTTO;PARTICULAR;;;49,50;79,20;49,50;79,20;49,50;79,20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D09;"SIERRA -
AMAZONIA";9;"ESCUELA PARTICULAR MARIA CLARA
DIAZ MEJIA";PARTICULAR;;;;;68,06;108,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D09;"SIERRA -
AMAZONIA";9;"INSTITUCION EDUCATIVA
SANTINIKETAN TAGORE";PARTICULAR;;;31,19;49,90;31,19;49,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D09;"SIERRA -
AMAZONIA";9;"UNIDAD EDUCATIVA PARTICULAR
DESPERTAR";PARTICULAR;;;;;79,47;127,15;79,47;127,15;79,47;127,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D09;"SIERRA -
AMAZONIA";9;"UNIDAD EDUCATIVA CORAZON DE
MARIA";PARTICULAR;41,18;65,89;41,18;65,89;76,10;121,76;76,10;121,76;80,71;129,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D09;"SIERRA -
AMAZONIA";9;UNIDAD EDUCATIVA PARTICULAR FEDERICO ENGELS;PARTICULAR;;;99,99;159,98;111,10;177,76;111,10;177,76;113,20;181,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D09;"SIERRA -
AMAZONIA";9;CENTRO EDUCATIVO KARL MARX;PARTICULAR;;;31,71;50,74;31,71;50,74;31,71;50,74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D09;"SIERRA -
AMAZONIA";9;"INSTITUCION EDUCATIVA CENTRO
DEL AMANECER";PARTICULAR;;;;;13,76;22,02;13,76;22,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D09;"SIERRA -
AMAZONIA";9;UNIDAD EDUCATIVA PRIMAVERA;PARTICULAR;;;60,38;96,60;67,08;107,33;67,08;107,33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D09;"SIERRA -
AMAZONIA";9;THE BRITISH SCHOOL QUITO;PARTICULAR;;;529,16;846,65;750,30;1200,48;750,30;1200,48;888,51;1421,62;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D09;"SIERRA -
AMAZONIA";9;CDI INTEROCEANICO;PARTICULAR;51,56;82,50;51,56;82,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D09;"SIERRA -
AMAZONIA";9;"COLEGIO PARTICULAR BETHEL DEL
VALLE";PARTICULAR;;;;;;;47,57;76,11;47,57;76,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D09;"SIERRA -
AMAZONIA";9;"UNIDAD EDUCATIVA INTEGRAL
HERNAN MALO GONZALEZ";PARTICULAR;;;50,08;80,13;55,65;89,04;55,65;89,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D09;"SIERRA -
AMAZONIA";9;"UNIDAD EDUCATIVA INTEGRAL
HERNAN MALO GONZALEZ";PARTICULAR;;;;;55,79;89,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D09;SIERRA - AMAZONIA;9;UNIDAD EDUCATIVA FISCOMISIONAL SANTA CATALINA LABOURE;FISCOMISIONAL;;;24,15;38,64;24,15;38,64;24,15;38,64;24,15;38,64;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D09;"SIERRA -
AMAZONIA";9;COLEGIO ALEMAN QUITO;PARTICULAR;;;472,11;755,38;479,38;767,01;479,38;767,01;489,36;782,98;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D09;"SIERRA -
AMAZONIA";9;"CENTRO DE DESARROLLO INFANTIL
PARTICULAR EL ROBLE";PARTICULAR;;;18,05;28,88;18,05;28,88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D09;"SIERRA -
AMAZONIA";9;LICEO LATINOAMERICANO;PARTICULAR;;;;;;;43,43;69,49;43,43;69,49;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D09;"SIERRA -
AMAZONIA";9;SIGLO XXI;PARTICULAR;;;34,38;55,00;34,38;55,00;34,38;55,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D09;"SIERRA -
AMAZONIA";9;COLEGIO PARTICULAR PACHAMAMA;PARTICULAR;;;274,75;439,60;302,22;483,55;302,22;483,55;311,41;498,25;CONTACTADO;02 382 3210 / 099 396 9103;TUMBACO;Vía Ilalo S/N, San José de Rumihuaico-Tumbaco, EC-170157;SANDRA ACUÑA / LORENA ROSALES;DIRECTORA;sandra.acuna@pachamama.edu.ec;CORREO ENVIADO;SOFIA;25/03/2025;LLAMADA A LORENA, BUSCAR CONVERSAR CON SANDRA;04/04/2025;;;;;;;;;;;;;;;;
17D09;"SIERRA -
AMAZONIA";9;"UNIDAD EDUCATIVA JOHANN AMOS
COMENIOS";PARTICULAR;;;86,37;138,19;95,97;153,55;95,97;153,55;99,47;159,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D09;"SIERRA -
AMAZONIA";9;COLEGIO MARIE CLARAC;PARTICULAR;;;297,91;476,66;315,62;505,00;315,62;505,00;315,62;505,00;CONVENIO;22376554- 0990644903- ) ISABEL 0997276489=;;;DRA PAULINA RODAS, 0998324145 MIRIAM;;;;EMIRO;;;;;;;;;;;;;;;;;;;
17D09;"SIERRA -
AMAZONIA";9;CENTRO INFANTIL MI CASA;PARTICULAR;215,53;344,85;215,53;344,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D09;"SIERRA -
AMAZONIA";9;HAPPY KINDER PLACE;PARTICULAR;192,52;256,69;160,43;256,69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D09;"SIERRA -
AMAZONIA";9;HENDRIK ANTOON LORENTZ;PARTICULAR;;;;;54,45;87,12;54,45;87,12;54,45;87,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D09;"SIERRA -
AMAZONIA";9;"UNIDAD EDUCATIVA BILINGUE
PARTICULAR SHAKESPEARE SCHOOL";PARTICULAR;;;379,17;606,67;448,11;716,97;448,11;716,97;464,85;743,76;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D09;"SIERRA -
AMAZONIA";9;GUABA TREE CUMBAYA;PARTICULAR;147,12;240,29;250,94;401,50;;;;;;;CONVENIO;02 2563 169;;;DRA SOFIA FREILE  TEL 099 705 3000;;;;EMIRO;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D09;"SIERRA -
AMAZONIA";9;IEP AMPARITO DEL BUEN PASTOR;PARTICULAR;;;31,02;49,63;34,12;54,60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D09;"SIERRA -
AMAZONIA";9;"UNIDAD EDUCATIVA PARTICULAR
CERVANTES";PARTICULAR;;;224,14;358,62;229,24;366,78;229,24;366,78;233,94;374,30;CONTACTADO;22046030-22046105 ext 104;TUMBACO;Jose Plaza E1-199 and Gonzalo Pizarro. Tumbaco;MARIA GABRIELA PAREDES;;magaparedes@cervantes.edu.ec;CORREO ENVIADO;PAMELA;25/03/2025;LLAMAR;07/04/2025;;;;;;;;;;;;;;;;
17D09;"SIERRA -
AMAZONIA";9;"UNIDAD EDUCATIVA PARTICULAR EL
SAUCE";PARTICULAR;;;186,22;297,95;206,91;331,05;206,91;331,05;209,17;334,67;CONVENIO;02 237 4685 - 099 397 5474;;;DRA MARIA DEL PILAR SANCHEZ, EXT 30;;;;PABLO Y EMIRO;;;;;;;;;;;;;;;;;;;
17D09;"SIERRA -
AMAZONIA";9;"UNIDAD EDUCATIVA CATOLICA
BILINGUE JOSE ENGLING";PARTICULAR;;;379,35;606,96;392,85;628,56;392,85;628,56;399,60;639,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D09;"SIERRA -
AMAZONIA";9;"COLEGIO TECNICO PARTICULAR LOS
PINOS";PARTICULAR;;;;;;;50,00;80,00;50,00;80,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D09;"SIERRA -
AMAZONIA";9;"INSTITUCION EDUCATIVA
PARTICULAR LATINOAMERICANO";PARTICULAR;;;;;;;50,04;80,06;50,04;80,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D09;"SIERRA -
AMAZONIA";9;"COLEGIO ISRAEL PARTICULAR A
DISTANCIA ISRAEL";PARTICULAR;;;;;;;;;34,03;54,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D09;"SIERRA -
AMAZONIA";9;MARIA TRONCATI;PARTICULAR;;;26,47;42,35;26,47;42,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D09;"SIERRA -
AMAZONIA";9;CDI HORAS ALEGRES DEL VALLE;PARTICULAR;234,54;312,72;195,45;312,72;;;;;;;SEGUIMIENTO;099 8 328849;TUMBACO;EL ESTABLO;DIRECTORA DANA CARRASCO;DIRECTORA;cdihorasalegres@gmail.com;VISITA Y ENVIO DE CORREO;PAMELA;25/03/2025;LLAMAR PARA HACER SEGUIMIENTO;08/04/2025;;;;;;;;;;;;;;;;
17D09;"SIERRA -
AMAZONIA";9;TREE HOUSE;PARTICULAR;;;175,31;280,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D09;"SIERRA -
AMAZONIA";9;KIKIRIKIDS LEARNING CENTER;PARTICULAR;268;429;268;429;;;;;;;CONVENIO;099 802 8004;;;DRA MARIA JOSE GERBIS;;;;EMIRO;;;;;;;;;;;;;;;;;;;
17D09;SIERRA - AMAZONIA;9;"CENTRO DE DESARROLLO INTEGRAL PARA LA PRIMERA INFANCIA CUMBAYA VALLEY CHILDHOOD
LEARNING CENTER";PARTICULAR;270,60;360,80;224,81;359,70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D09;"SIERRA -
AMAZONIA";9;PLAY TIME 2;PARTICULAR;299,48;399,30;249,56;399,30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D09;"SIERRA -
AMAZONIA";9;KANGURO PLAY KIDS;PARTICULAR;222,46;355,94;222,46;355,94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D09;"SIERRA -
AMAZONIA";9;"CENTRO DE DESARROLLO INFANTIL
CRECERE";PARTICULAR;69,51;111,20;69,51;111,20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D09;"SIERRA -
AMAZONIA";9;"CENTRO DE DESARROLLO INFANTIL
CRECERE";PARTICULAR;;;67,62;108,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D09;"SIERRA -
AMAZONIA";9;"CENTRO DE DESARROLLO INFANTIL
ARBOL DE LIMON";PARTICULAR;240,62;385,00;240,62;385,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D09;"SIERRA -
AMAZONIA";9;CENTRO INFANTIL STOP N PLAY;PARTICULAR;259,88;346,50;216,56;346,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D09;"SIERRA -
AMAZONIA";9;DEJANDO HUELLITAS;PARTICULAR;68,26;109,21;68,26;109,21;;;;;;;CONTACTADO;(02) 289-2533;CUMBAYÁ;Francisco de Orellana E5-71 y Calle de El Ceibo, Quito, Ecuador;;;ci_dejandohuellitas@outlook.com;;SOFIA;24/03/2025;NO CONTESTA;;;;;;;;;;;;;;;;;
17D09;"SIERRA -
AMAZONIA";9;CDI CARAMELO;PARTICULAR;71,88;115,00;96,88;155,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D09;"SIERRA -
AMAZONIA";9;IMAGINE ACADEMIA COTOPAXI;PARTICULAR;352,80;564,48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D09;SIERRA - AMAZONIA;9;"CENTRO DE DESARROLLO INFANTIL
PARA LA PRIMERA INFANCIA MI GUAGUITO";PARTICULAR;226,88;302,50;189,06;302,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D09;"SIERRA -
AMAZONIA";9;EMMI;PARTICULAR;267,98;357,30;223,31;357,30;245,64;393,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D09;"SIERRA -
AMAZONIA";9;HUELLITAS;PARTICULAR;87,96;140,74;87,96;140,74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D11;"SIERRA -
 AMAZONIA";2;UNIDAD EDUCATIVA EDUCAR 2000;PARTICULAR;168,53;269,65;168,53;269,65;181,28;290,04;181,28;290,04;181,28;290,04;CONVENIO;02 208 7295;VALLE DE LOS CHILLOS;;;;;REVISAR POR QUE EXISTE CONVENIO;PAMELA;;;;;;;;;;;;;;;;;;;
17D11;"SIERRA -
 AMAZONIA";2;"UNIDAD EDUCATIVA PARTICULAR
 SANTA LUISA DE MARILLAC";PARTICULAR;;;31,41;50,25;31,41;50,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D11;"SIERRA -
 AMAZONIA";2;"UNIDAD EDUCATIVA MARIANO
 NEGRETE";PARTICULAR;;;45,92;73,46;45,92;73,46;45,92;73,46;50,43;80,69;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D11;"SIERRA -
 AMAZONIA";2;"UNIDAD EDUCATIVA MARIANO
 NEGRETE";PARTICULAR;;;45,14;72,23;45,14;72,23;45,14;72,23;49,61;79,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D11;"SIERRA -
 AMAZONIA";2;WILLIAM BLAKE;PARTICULAR;;;36,01;57,62;36,01;57,62;36,01;57,62;36,01;57,62;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D11;"SIERRA -
 AMAZONIA";2;"UNIDAD EDUCATIVA BRITANICO LOS
 ANDES";PARTICULAR;;;67,55;108,08;71,76;114,83;71,76;114,83;76,00;121,59;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D11;"SIERRA -
 AMAZONIA";2;"UNIDAD EDUCATIVA BRITANICO LOS
 ANDES";PARTICULAR;;;67,55;108,08;71,77;114,83;71,77;114,83;76,00;121,59;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D11;"SIERRA -
 AMAZONIA";2;"COLEGIO PARTICULAR GENOVEVA
 GERMAN";PARTICULAR;;;;;;;46,44;74,30;46,44;74,30;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D11;"SIERRA -
 AMAZONIA";2;ACADEMIA AERONAUTICA ELIA LIUT;PARTICULAR;;;32,94;52,71;32,94;52,71;38,43;61,49;38,43;61,49;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D11;"SIERRA -
 AMAZONIA";2;LOS CARDENALES FE Y ALEGRIA;FISCOMISIONAL;;;;;13,44;21,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D11;"SIERRA -
 AMAZONIA";2;"COLEGIO PARTICULAR A DISTANCIA
 SIMON BOLIVAR";PARTICULAR;0;0;000;000;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D11;"SIERRA -
 AMAZONIA";2;CDI BIOS;PARTICULAR;;;83,19;133,10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D11;"SIERRA -
 AMAZONIA";2;"COLEGIO PARTICULAR ANATOLY
 LUNACHARSKY";PARTICULAR;;;86,84;138,95;86,84;138,95;86,84;138,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D11;"SIERRA -
 AMAZONIA";2;MI ALDEA FELIZ;PARTICULAR;126,00;168,00;105,00;168,00;105,00;168,00;;;;;CONTACTADO;022 330 522 / 022 334 992 / 0998 587 682;VALLE DE LOS CHILLOS;;ANA LUCIA VINUEZA;RECTORA;info@mialdeafeliz.com;CORREO ENVIADO;PAMELA;13/03/2025;LLAMAR 2 PM ANA LUCIA VINUEZA;;;;;;;;;;;;;;;;;
17D11;"SIERRA -
 AMAZONIA";2;UNIDAD EDUCATIVA EL CAMINO;PARTICULAR;;;31,43;50,30;39,71;63,53;50,94;81,50;50,94;81,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D11;SIERRA - AMAZONIA;2;"INSTITUCION EDUCATIVA
 ESPECIALIZADA VIRGEN DE LA MERCED";PARTICULAR;;;;;123,75;198,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D11;"SIERRA -
 AMAZONIA";2;LEV VYGOTSKY;PARTICULAR;;;140,40;224,63;140,40;224,63;140,40;224,63;142,60;228,16;N/A;099 978 1040;VALLE DE LOS CHILLOS; Imbabura Imbabura s/n, Sangolquí;;;;;SOFIA;22/01/2025;NO CONTESTA;;;;;;;;;;;;;;;;;
17D11;"SIERRA -
 AMAZONIA";2;MAHANAYM;PARTICULAR;;;;;48,25;77,21;49,63;79,41;49,63;79,41;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D11;"SIERRA -
 AMAZONIA";2;UNIDAD EDUCATIVA GALILEO GALILEI;PARTICULAR;;;92,24;147,59;92,24;147,59;92,24;147,59;94,61;151,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D11;"SIERRA -
 AMAZONIA";2;ROTARY CLUB DE FE Y ALEGRIA;FISCOMISIONAL;;;;;5,94;9,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D11;"SIERRA -
 AMAZONIA";2;"UNIDAD EDUCATIVA FRANCISCANA
 LA INMACULADA";PARTICULAR;;;58,72;93,96;58,72;93,96;58,72;93,96;58,72;93,96;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D11;"SIERRA -
 AMAZONIA";2;"UNIDAD EDUCATIVA PARTICULAR
 SANTA ANA";PARTICULAR;;;64,54;103,27;71,72;114,75;71,72;114,75;73,77;118,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D11;"SIERRA -
 AMAZONIA";2;MARQUES DE SELVA ALEGRE;PARTICULAR;;;80,41;128,66;87,41;139,85;87,41;139,85;94,16;150,66;RECHAZADO GENERAL;099 622 1113;VALLE DE LOS CHILLOS;;Srta. Adriana Salazar;MG MARIA DOLORES SALAS;;VISITA REALIZADA FEB 25;PAMELA;13/03/2025;NO LES INTERESA POR EL MOMENTO;17/03/2025;;;;;;;;;;;;;;;;
17D11;"SIERRA -
 AMAZONIA";2;"UNIDAD EDUCATIVA SANTO TOMAS
 DE AQUINO";PARTICULAR;;;50,61;80,97;50,61;80,97;50,61;80,97;50,61;80,97;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D11;"SIERRA -
 AMAZONIA";2;"UNDAD EDUCATIVA MADRE DE LA
 DIVINA GRACIA";PARTICULAR;;;65,02;104,03;65,02;104,03;65,02;104,03;67,08;107,33;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D11;"SIERRA -
 AMAZONIA";2;"COLEGIO PARTICULAR LUIS A
 MARTINEZ";PARTICULAR;;;;;;;30,47;48,75;30,47;48,75;N/A;02 233 1143;VALLE DE LOS CHILLOS;MGFW+J9Q, Venezuela, Sangolquí 171102;;;;NO CONTESTA;PAMELA;22/01/2025;PENSION INFERIOR AL MERCADO;;;;;;;;;;;;;;;;;
17D11;"SIERRA -
 AMAZONIA";2;UNIDAD EDUCATIVA HENRY DUNANT;PARTICULAR;;;122,60;196,16;122,60;196,16;122,60;196,16;122,60;196,16;CONTACTADO;099 832 0955;VALLE DE LOS CHILLOS;;DRA. MARCIA HERNANDEZ;;direccion@henrydunant.edu.ec;NUEVO CORREO ENVIADO;PAMELA;13/03/2025;HACER SEGUIMIENTO;;;;;;;;;;;;;;;;;
17D11;"SIERRA -
 AMAZONIA";2;JAHIBE;PARTICULAR;;;120,87;193,38;120,87;193,38;120,87;193,38;120,87;193,38;SEGUIMIENTO;0 286 1918;VALLE DE LOS CHILLOS;;;;;CONTACTADO / OJO;PAMELA;03/02/2025;YA TIENE CONVENIO, HACER SEGUIMIENTO OJO;;;;;;;;;;;;;;;;;
17D11;"SIERRA -
 AMAZONIA";2;CELESTIN FREINET DEL VALLE;PARTICULAR;;;42,16;67,48;42,16;67,48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D11;"SIERRA -
 AMAZONIA";2;CELESTIN FREINET DEL VALLE;PARTICULAR;;;41,71;66,73;41,71;66,73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D11;"SIERRA -
 AMAZONIA";2;"UNIDAD EDUCATIVA SOCIEDAD
 EDUCATIVA FUTURO";PARTICULAR;;;;;109,30;174,88;113,07;180,91;113,07;180,91;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D11;"SIERRA -
 AMAZONIA";2;U E GIOVANNI A FARINA;PARTICULAR;;;81,84;130,94;81,84;130,94;81,84;130,94;82,92;132,67;CONTACTADO;22863097 ext. 101;VALLE DE LOS CHILLOS;;Hna. Zoraida Freire;RECTORA;secretaria2023@colegiofarina.edu.ec;RESPONDE CORREO;PAMELA;06/02/2025;HACER SEGUIMIENTO;;;;;;;;;;;;;;;;;
17D11;"SIERRA -
 AMAZONIA";2;UNIDAD EDUCATIVA LICEO DEL VALLE;PARTICULAR;;;243,83;390,12;311,95;499,11;311,95;499,11;319,12;510,59;N/A;(02) 233-0703;VALLE DE LOS CHILLOS;;;;;;SOFIA;22/01/2025;NO CONTESTA;;;;;;;;;;;;;;;;;
17D11;"SIERRA -
 AMAZONIA";2;LICEO JUAN MANTOVANI;PARTICULAR;;;;;60,79;97,27;60,79;97,27;61,71;98,74;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D11;"SIERRA -
 AMAZONIA";2;LICEO JUAN MANTOVANI;PARTICULAR;;;;;70,64;113,03;70,64;113,03;71,55;114,49;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D11;"SIERRA -
 AMAZONIA";2;"UNIDAD EDUCATIVA PARTICULAR
 AMERICAN BASIC";PARTICULAR;;;45,50;72,80;45,50;72,80;45,50;72,80;45,50;72,80;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D11;"SIERRA -
 AMAZONIA";2;"UNIDAD EDUCATIVA PARTICULAR
 AMERICAN BASIC";PARTICULAR;;;45,50;72,80;45,50;72,80;45,50;72,80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D11;"SIERRA -
 AMAZONIA";2;ARDILLITAS DEL VALLE;PARTICULAR;90,00;120,00;75,00;120,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D11;"SIERRA -
 AMAZONIA";2;"COLEGIO PARTICULAR CHARLES
 BABBAGE";PARTICULAR;;;;;;;34,94;55,90;34,94;55,90;N/A; 099 866 9407;VALLE DE LOS CHILLOS;Enrique Tello, Sangolquí 171103;;;;;SOFIA;22/01/2025;NO CONTESTA;;;;;;;;;;;;;;;;;
